"North East",32,15
"North West",28,24
"North Simcoe Muskota",24,9
"Hamilton Niagara Haldimand Brant",22,4
"Central West",20,31
Champlain,18,16
"South East",18,21
"Toronto Central",17,26
"Central East",16,9
"South West",14,21
"Waterloo Wellington",12,27
"Erie St. clair",12,28
Central,11,33
"Mississauga Halton",10,25
Ontario,0,0
