Sweden,47,57
Netherlands,44.0,56
Norway,44,52
Britain,41,39.0
France,39.0,43
Germany,38,43
Belgium,35,43
Canada,35,36
Finland,35,38
Italy,30,36
"United States",30,33
Greece,27,31
Switzerland,27,33
Spain,23,27
Japan,21,27
