Argentina,14000000,10000000
Australia,3750000,1500000
Brazil,100000000,20000000
China,22500000,12500000
Columbia,18000000,6000000
Germany,10000000,14000000
India,90000000,42500000
Indonesia,70000000,10000000
Italy,10000000,7000000
Japan,1500000,1500000
Russia,80000000,40000000
"South Korea",3500000,1250000
Spain,14000000,9000000
"United Kingdom",11000000,8000000
"United States",200000000,200000000
Venezuela,65000000,20000000
